HODESH_TEUNA,SHAA,SUG_YOM,YOM_LAYLA,YOM_BASHAVUA,SUG_DEREH,ZURAT_DEREH,HAD_MASLUL,RAV_MASLUL,MEHIRUT_MUTERET,TKINUT,ROHAV,SIMUN_TIMRUR,TEURA,RAMZOR,BAKARA,MEZEG_AVIR,PNE_KVISH,NAFA,KVUZA_GIL,MIN,base_risk_score,veteran_driver_years
12,52,4,1,2,1,8,0,3,1,1,2,3,1,1,2,1,1,43,5,1,1.32,6
12,52,4,1,2,1,8,0,3,1,1,2,3,1,1,2,1,1,43,5,1,1.32,4
4,82,4,5,4,1,8,0,3,1,0,3,3,3,1,2,1,1,11,7,1,3.84,8
4,82,4,5,4,1,8,0,3,1,0,3,3,3,1,2,1,1,11,13,2,3.84,41
4,55,4,1,5,1,9,0,3,3,0,3,3,1,1,2,1,1,11,16,2,5.1,51
4,55,4,1,5,1,9,0,3,3,0,3,3,1,1,2,1,1,11,10,1,5.1,33
6,33,4,1,1,1,8,3,0,1,1,3,3,1,0,1,1,1,44,12,2,0.6,
7,60,4,1,1,1,9,3,0,1,1,2,3,1,0,6,1,1,32,4,1,0.6,3
10,92,4,5,2,1,8,3,0,1,1,4,3,3,1,2,1,1,51,5,1,1.98,5
10,92,4,5,2,1,8,3,0,1,1,4,3,3,1,2,1,1,51,6,1,1.98,10
4,55,4,1,6,1,8,0,3,1,1,4,3,1,1,2,1,1,42,6,2,1.32,12
4,55,4,1,6,1,8,0,3,1,1,4,3,1,1,2,1,1,42,9,1,1.32,24
3,71,4,5,6,1,8,0,3,1,1,3,3,10,1,2,1,1,51,9,1,2.58,20
3,71,4,5,6,1,8,0,3,1,1,3,3,10,1,2,1,1,51,6,2,2.58,8
8,41,4,1,2,1,9,0,3,1,0,3,3,1,1,2,3,1,11,11,1,1.32,27
8,41,4,1,2,1,9,0,3,1,0,3,3,1,1,2,3,1,11,16,2,1.32,46
8,7,4,5,7,1,9,3,0,1,1,3,3,3,1,2,1,1,11,8,1,5.04,
8,7,4,5,7,1,9,3,0,1,1,3,3,3,1,2,1,1,11,4,1,5.04,4
8,49,4,1,2,1,8,1,0,1,0,0,3,1,0,7,1,1,42,16,1,0.6,55
2,65,4,1,5,1,8,1,0,1,1,2,3,11,0,5,5,1,23,7,2,1.32,13
2,65,4,1,5,1,8,1,0,1,1,2,3,11,0,5,5,1,23,12,1,1.32,40
11,31,4,1,2,1,9,0,1,1,1,2,3,1,0,7,1,1,41,14,1,2.75,47
11,31,4,1,2,1,9,0,1,1,1,2,3,1,0,7,1,1,41,99,1,2.75,4
10,45,3,1,3,1,8,0,2,1,1,2,4,1,1,2,1,9,31,5,1,1.92,4
6,28,4,1,5,1,8,1,0,1,1,3,3,1,1,2,1,1,51,6,1,1.32,7
6,28,4,1,5,1,8,1,0,1,1,3,3,1,1,2,1,1,51,11,1,1.32,18
3,74,4,5,1,1,9,0,3,1,1,2,3,3,1,2,1,1,42,6,1,2.52,10
3,74,4,5,1,1,9,0,3,1,1,2,3,3,1,2,1,1,42,6,1,2.52,12
4,75,4,1,7,1,8,3,0,1,1,1,3,1,1,2,1,1,31,9,1,2.52,26
4,75,4,1,7,1,8,3,0,1,1,1,3,1,1,2,1,1,31,12,1,2.52,42
2,90,4,5,3,1,9,0,3,1,1,5,3,3,1,2,1,1,11,6,1,1.32,8
2,90,4,5,3,1,9,0,3,1,1,5,3,3,1,2,1,1,11,6,2,1.32,9
7,63,4,1,1,1,8,3,0,1,1,3,3,1,0,1,1,1,51,99,0,1.32,
7,63,4,1,1,1,8,3,0,1,1,3,3,1,0,1,1,1,51,13,1,1.32,39
11,56,4,1,2,1,9,0,2,3,1,3,3,1,1,2,1,1,31,6,2,2.52,9
11,56,4,1,2,1,9,0,2,3,1,3,3,1,1,2,1,1,31,13,2,2.52,5
9,49,4,1,6,1,8,3,0,1,1,2,3,1,0,6,9,1,61,8,2,0.6,17
5,41,2,1,5,1,8,1,0,1,1,3,3,1,1,2,1,1,51,5,1,3.8,
9,67,4,1,3,1,9,1,0,1,1,3,3,1,1,2,1,1,51,13,2,6.32,27
2,39,4,1,4,1,9,0,3,1,1,2,3,1,0,6,1,1,41,10,2,2.52,29
2,39,4,1,4,1,9,0,3,1,1,2,3,1,0,6,1,1,41,10,2,2.52,17
2,39,4,1,4,1,9,0,3,1,1,2,3,1,0,6,1,1,41,9,1,2.52,24
2,39,4,1,4,1,9,0,3,1,1,2,3,1,0,6,1,1,41,16,1,2.52,59
1,56,4,1,3,1,9,3,0,8,1,0,3,1,0,1,1,1,51,99,0,0.6,
3,92,4,5,5,1,9,3,0,1,1,2,3,3,0,1,1,1,11,6,1,2.22,7
2,13,4,5,1,1,9,3,0,1,1,2,3,3,1,2,1,1,11,17,1,3.84,59
2,13,4,5,1,1,9,3,0,1,1,2,3,3,1,2,1,1,11,6,1,3.84,10
2,13,4,5,1,1,9,3,0,1,1,2,3,3,1,2,1,1,11,4,1,3.84,5
1,46,4,1,2,1,8,0,5,1,1,3,3,1,1,2,1,1,31,10,1,1.32,33
1,46,4,1,2,1,8,0,5,1,1,3,3,1,1,2,1,1,31,12,2,1.32,41
11,71,4,5,5,1,9,0,5,1,1,2,3,3,1,2,1,1,42,6,1,3.12,7
11,71,4,5,5,1,9,0,5,1,1,2,3,3,1,2,1,1,42,13,1,3.12,48
3,47,4,1,3,1,5,0,3,1,1,2,3,1,9,7,1,1,62,14,1,0.6,51
12,84,4,5,3,1,9,0,3,3,1,3,3,3,1,2,1,1,31,6,1,3.84,
12,84,4,5,3,1,9,0,3,3,1,3,3,3,1,2,1,1,31,6,2,3.84,9
9,58,4,1,5,1,8,0,3,1,1,2,2,1,0,1,1,1,42,13,1,1.32,47
9,58,4,1,5,1,8,0,3,1,1,2,2,1,0,1,1,1,42,10,2,1.32,19
6,29,4,1,2,1,8,1,0,1,1,4,3,1,1,2,1,1,51,6,2,7.79,9
6,29,4,1,2,1,8,1,0,1,1,4,3,1,1,2,1,1,51,7,1,7.79,18
3,51,4,1,7,1,5,0,3,1,1,3,3,1,0,1,1,1,11,15,1,0.6,41
10,47,4,1,3,1,8,0,3,3,1,4,3,1,1,2,1,1,61,12,1,1.32,40
10,47,4,1,3,1,8,0,3,3,1,4,3,1,1,2,1,1,61,14,1,1.32,51
12,23,4,5,1,1,8,3,0,1,1,3,3,3,1,2,1,1,51,12,1,3.84,27
12,23,4,5,1,1,8,3,0,1,1,3,3,3,1,2,1,1,51,5,2,3.84,7
6,75,4,1,5,1,8,0,3,1,1,3,3,1,1,2,1,1,11,10,1,1.32,34
6,75,4,1,5,1,8,0,3,1,1,3,3,1,1,2,1,1,11,15,1,1.32,52
4,91,1,5,4,1,8,0,3,2,1,2,3,3,9,7,1,1,51,14,1,0.6,52
6,76,4,1,5,1,8,0,3,3,1,5,3,11,1,2,1,1,61,7,2,3.2,15
6,76,4,1,5,1,8,0,3,3,1,5,3,11,1,2,1,1,61,12,2,3.2,25
4,16,3,5,1,1,9,0,3,3,1,2,3,3,0,1,1,1,61,7,1,0.6,14
8,71,4,1,4,1,8,0,5,1,1,2,3,1,0,6,1,1,31,8,2,3.2,17
8,71,4,1,4,1,8,0,5,1,1,2,3,1,0,6,1,1,31,15,1,3.2,57
5,50,4,1,5,1,9,0,5,1,1,2,5,1,1,2,1,1,42,10,1,6.96,4
5,50,4,1,5,1,9,0,5,1,1,2,5,1,1,2,1,1,42,8,2,6.96,8
2,72,4,5,3,1,9,0,2,3,1,3,3,6,1,2,1,1,31,13,1,0.9,46
11,84,4,5,7,1,9,3,0,1,0,2,5,6,1,2,1,1,51,6,1,4.5,12
11,84,4,5,7,1,9,3,0,1,0,2,5,6,1,2,1,1,51,5,2,4.5,6
1,64,4,1,3,1,9,0,3,1,1,2,3,1,0,1,2,2,44,7,2,3.78,17
11,55,4,1,6,1,9,3,0,6,1,3,1,1,1,2,2,5,11,5,1,4.74,6
12,57,4,1,5,1,8,3,0,1,1,2,3,1,1,2,1,1,51,9,1,0.6,13
1,67,4,1,4,1,8,3,0,1,1,3,3,1,1,2,1,1,51,9,2,2.52,18
1,67,4,1,4,1,8,3,0,1,1,3,3,1,1,2,1,1,51,14,1,2.52,34
4,76,3,1,2,1,9,0,3,1,3,2,3,1,1,2,1,1,41,6,1,7.56,13
4,76,3,1,2,1,9,0,3,1,3,2,3,1,1,2,1,1,41,11,2,7.56,36
1,55,4,1,1,1,8,3,0,1,1,2,3,1,0,1,1,1,11,5,1,1.92,6
8,59,4,1,3,1,9,0,5,1,1,2,5,1,1,2,1,1,41,9,2,7.56,26
8,59,4,1,3,1,9,0,5,1,1,2,5,1,1,2,1,1,41,12,2,7.56,36
3,75,4,5,7,1,9,0,3,1,1,2,3,3,0,5,1,1,61,14,1,2.52,24
3,75,4,5,7,1,9,0,3,1,1,2,3,3,0,5,1,1,61,6,1,2.52,11
7,29,4,1,6,1,8,0,3,1,0,2,3,1,9,7,1,1,77,16,1,1.32,62
4,78,4,5,5,1,8,3,0,1,1,2,3,6,1,2,1,1,31,14,1,0.6,38
11,83,4,5,3,1,8,3,0,1,1,2,3,3,1,2,1,1,11,13,1,12.66,42
11,83,4,5,3,1,8,3,0,1,1,2,3,3,1,2,1,1,11,9,1,12.66,25
11,48,4,1,1,1,5,0,3,1,1,5,3,1,0,1,1,1,61,9,1,0.9,26
8,63,4,1,1,1,8,0,3,1,1,4,3,1,1,2,1,1,11,6,1,1.32,10
8,63,4,1,1,1,8,0,3,1,1,4,3,1,1,2,1,1,11,8,1,1.32,15
9,56,4,1,6,1,9,3,0,1,1,3,3,1,0,6,1,1,62,99,0,1.92,
9,56,4,1,6,1,9,3,0,1,1,3,3,1,0,6,1,1,62,14,1,1.92,52
9,56,4,1,6,1,9,3,0,1,1,3,3,1,0,6,1,1,62,8,2,1.92,17
1,65,4,1,2,1,8,3,0,1,1,1,3,1,9,7,1,1,51,16,1,0.6,61
6,41,4,1,5,1,9,0,3,1,1,2,3,1,1,2,1,1,42,18,1,1.32,63
6,41,4,1,5,1,9,0,3,1,1,2,3,1,1,2,1,1,42,15,2,1.32,43
11,46,4,1,4,1,9,3,0,1,1,2,3,1,0,1,1,1,11,9,1,1.32,24
11,46,4,1,4,1,9,3,0,1,1,2,3,1,0,1,1,1,11,9,1,1.32,26
6,56,4,1,5,1,9,3,0,1,1,2,3,1,1,2,1,1,11,7,1,5.04,16
12,31,4,1,3,1,9,9,0,0,0,0,5,11,9,7,9,9,42,9,2,1.32,22
7,87,4,5,1,1,9,0,3,1,1,4,3,3,1,2,1,1,41,15,2,3.84,49
7,87,4,5,1,1,9,0,3,1,1,4,3,3,1,2,1,1,41,5,1,3.84,6
8,14,4,5,6,1,9,0,3,3,1,3,3,3,1,2,1,1,31,10,2,6.36,29
8,14,4,5,6,1,9,0,3,3,1,3,3,3,1,2,1,1,31,5,1,6.36,5
6,69,4,1,6,1,8,3,0,1,1,4,3,1,1,2,1,1,31,8,1,4.1,22
6,69,4,1,6,1,8,3,0,1,1,4,3,1,1,2,1,1,31,13,1,4.1,45
6,69,4,1,6,1,8,3,0,1,1,4,3,1,1,2,1,1,31,6,1,4.1,10
12,28,4,1,4,1,8,1,0,1,1,4,5,1,1,2,1,1,51,7,1,2.52,16
12,28,4,1,4,1,8,1,0,1,1,4,5,1,1,2,1,1,51,15,1,2.52,57
8,50,4,1,1,1,9,1,0,1,1,1,3,1,0,1,1,1,31,16,1,2.52,62
8,50,4,1,1,1,9,1,0,1,1,1,3,1,0,1,1,1,31,6,1,2.52,9
4,83,3,5,7,1,9,3,0,1,1,2,3,3,0,1,1,1,11,8,1,0.9,14
1,24,4,5,4,1,8,0,3,1,1,3,3,6,0,6,9,1,43,12,1,0.9,40
5,74,4,1,6,1,9,0,3,1,1,2,3,1,0,6,1,1,61,2,1,1.32,
5,74,4,1,6,1,9,0,3,1,1,2,3,1,0,6,1,1,61,7,1,1.32,15
1,48,4,1,4,1,9,1,0,1,1,3,3,1,1,2,1,1,51,8,1,1.92,22
12,61,4,1,4,1,9,9,0,0,0,0,5,11,1,2,9,9,51,6,1,1.32,11
12,61,4,1,4,1,9,9,0,0,0,0,5,11,1,2,9,9,51,6,1,1.32,10
3,35,4,1,2,1,9,0,4,1,1,2,3,1,0,1,1,1,42,16,2,0.6,29
7,65,4,1,4,1,9,0,3,1,1,5,3,1,0,1,1,1,11,6,1,1.32,14
7,65,4,1,4,1,9,0,3,1,1,5,3,1,0,1,1,1,11,7,2,1.32,6
9,81,1,5,1,1,9,0,4,3,1,5,5,6,1,2,9,1,61,16,1,8.16,35
9,81,1,5,1,1,9,0,4,3,1,5,5,6,1,2,9,1,61,5,1,8.16,5
4,89,4,5,5,1,8,0,3,1,1,5,3,3,1,2,1,1,42,5,1,1.32,6
4,89,4,5,5,1,8,0,3,1,1,5,3,3,1,2,1,1,42,8,2,1.32,6
5,33,4,1,2,1,8,0,3,1,1,4,3,1,1,2,1,1,61,7,2,4.44,8
8,89,4,5,2,1,9,0,2,3,1,2,3,3,1,2,1,1,31,7,2,6.36,10
8,89,4,5,2,1,9,0,2,3,1,2,3,3,1,2,1,1,31,12,2,6.36,42
2,86,4,5,7,1,8,3,0,1,1,5,3,3,1,2,2,2,23,6,1,1.92,11
2,86,4,5,7,1,8,3,0,1,1,5,3,3,1,2,2,2,23,6,1,1.92,6
2,86,4,5,7,1,8,3,0,1,1,5,3,3,1,2,2,2,23,9,1,1.92,28
6,84,4,5,7,1,8,3,0,1,1,3,3,3,1,2,1,1,51,5,1,1.32,6
6,84,4,5,7,1,8,3,0,1,1,3,3,3,1,2,1,1,51,5,1,1.32,6
2,35,4,1,1,1,8,3,0,1,1,4,3,1,9,7,1,2,77,10,2,1.32,25
2,35,4,1,1,1,8,3,0,1,1,4,3,1,9,7,1,2,77,5,1,1.32,8
2,51,4,1,1,1,8,1,0,1,1,3,4,1,0,1,1,1,51,13,1,1.32,6
2,51,4,1,1,1,8,1,0,1,1,3,4,1,0,1,1,1,51,10,2,1.32,33
9,59,4,1,3,1,8,3,0,1,1,3,3,1,0,5,1,1,24,11,2,1.32,27
9,59,4,1,3,1,8,3,0,1,1,3,3,1,0,5,1,1,24,14,2,1.32,47
6,57,4,1,1,1,8,0,3,1,1,2,3,11,0,1,1,1,41,17,1,0.6,60
2,43,4,1,6,1,9,1,0,1,1,2,3,1,1,2,1,1,51,17,1,2.52,57
2,43,4,1,6,1,9,1,0,1,1,2,3,1,1,2,1,1,51,12,1,2.52,41
2,43,4,1,6,1,9,1,0,1,1,2,3,1,1,2,1,1,51,99,0,2.52,
11,66,4,1,5,1,9,0,3,0,0,0,5,1,1,2,9,9,62,6,1,0.6,7
8,41,4,1,5,1,9,3,0,1,1,3,3,1,0,5,1,1,32,5,2,1.32,6
8,41,4,1,5,1,9,3,0,1,1,3,3,1,0,5,1,1,32,7,2,1.32,10
9,53,2,1,6,1,9,1,0,7,1,2,5,11,0,1,9,5,11,6,1,5.04,9
9,53,2,1,6,1,9,1,0,7,1,2,5,11,0,1,9,5,11,10,1,5.04,31
5,79,4,5,1,1,9,3,0,1,1,2,3,6,9,7,1,1,42,10,1,0.6,33
7,45,4,1,1,1,8,0,3,1,1,2,3,1,0,5,1,1,31,14,2,4.44,24
7,45,4,1,1,1,8,0,3,1,1,2,3,1,0,5,1,1,31,13,1,4.44,42
7,45,4,1,1,1,8,0,3,1,1,2,3,1,0,5,1,1,31,6,1,4.44,10
2,68,4,1,7,1,8,3,0,1,1,2,3,1,0,6,1,1,62,7,1,1.32,7
2,68,4,1,7,1,8,3,0,1,1,2,3,1,0,6,1,1,62,9,2,1.32,23
9,39,4,1,4,1,8,1,0,1,1,2,3,1,0,1,1,1,31,14,1,1.32,45
12,65,4,1,1,1,8,1,0,1,1,2,3,1,0,1,1,1,31,15,1,0.6,3
10,40,4,1,4,1,8,3,0,1,1,2,3,1,1,2,1,1,51,12,1,8.58,44
10,40,4,1,4,1,8,3,0,1,1,2,3,1,1,2,1,1,51,15,1,8.58,56
6,45,4,1,1,1,8,0,3,3,1,5,3,1,1,2,1,1,61,5,1,2.52,3
6,45,4,1,1,1,8,0,3,3,1,5,3,1,1,2,1,1,61,15,1,2.52,24
2,90,4,5,5,1,9,1,0,1,1,3,2,3,0,1,2,2,31,7,1,0.6,10
12,96,4,5,3,1,9,1,0,1,0,2,3,6,0,1,2,2,42,7,2,1.92,11
12,96,4,5,3,1,9,1,0,1,0,2,3,6,0,1,2,2,42,5,2,1.92,6
7,91,4,5,7,1,9,9,0,0,0,0,5,6,9,,9,9,41,7,1,0.9,15
8,65,4,1,4,1,8,1,0,1,1,2,3,1,0,5,1,1,31,9,1,1.32,28
8,65,4,1,4,1,8,1,0,1,1,2,3,1,0,5,1,1,31,6,2,1.32,10
11,93,4,5,5,1,9,1,0,1,1,2,3,3,0,5,1,1,42,7,2,2.52,15
11,93,4,5,5,1,9,1,0,1,1,2,3,3,0,5,1,1,42,7,1,2.52,13
2,65,4,1,5,1,8,0,5,1,1,3,3,1,0,6,1,1,61,11,2,0.6,4
2,63,4,1,2,1,9,3,0,1,1,5,3,1,0,6,1,1,31,13,2,1.32,40
9,56,4,1,7,1,8,3,0,1,2,3,3,1,0,1,1,1,11,7,1,0.9,5
1,38,4,1,2,1,8,0,3,1,1,1,4,1,0,1,1,1,42,99,0,0.6,
5,32,4,1,1,1,8,1,0,1,3,2,3,1,0,5,1,1,51,7,1,1.32,17
5,32,4,1,1,1,8,1,0,1,3,2,3,1,0,5,1,1,51,6,1,1.32,8
10,29,3,1,1,1,9,0,3,1,1,4,3,1,1,2,1,1,42,11,1,3.12,21
10,29,3,1,1,1,9,0,3,1,1,4,3,1,1,2,1,1,42,16,1,3.12,57
11,48,4,1,6,1,8,3,0,1,1,2,3,1,1,2,1,1,11,8,2,0.9,17
8,48,4,1,1,1,9,0,3,2,0,3,3,1,0,1,1,1,11,10,1,7.02,26
8,48,4,1,1,1,9,0,3,2,0,3,3,1,0,1,1,1,11,6,1,7.02,12
8,48,4,1,1,1,9,0,3,2,0,3,3,1,0,1,1,1,11,7,1,7.02,8
5,64,4,1,3,1,9,3,0,1,1,5,3,1,1,2,1,1,11,9,1,4.44,19
5,64,4,1,3,1,9,3,0,1,1,5,3,1,1,2,1,1,11,7,1,4.44,6
8,45,4,1,7,1,8,0,2,1,1,4,3,1,1,2,1,1,42,15,1,1.32,51
8,45,4,1,7,1,8,0,2,1,1,4,3,1,1,2,1,1,42,12,1,1.32,45
9,60,4,1,4,1,5,0,3,1,1,5,3,1,0,6,1,1,24,8,1,1.32,22
9,60,4,1,4,1,5,0,3,1,1,5,3,1,0,6,1,1,24,8,1,1.32,16
5,79,4,5,5,1,8,0,3,1,0,5,3,4,0,5,1,1,77,10,1,4.44,33
5,79,4,5,5,1,8,0,3,1,0,5,3,4,0,5,1,1,77,12,2,4.44,38
5,49,4,1,2,1,8,0,3,1,1,2,3,1,0,1,1,1,61,8,1,1.32,9
5,49,4,1,2,1,8,0,3,1,1,2,3,1,0,1,1,1,61,9,1,1.32,25
11,84,4,5,4,1,8,0,3,1,1,5,3,3,1,2,1,1,24,14,1,2.52,49
11,84,4,5,4,1,8,0,3,1,1,5,3,3,1,2,1,1,24,6,1,2.52,11
11,84,4,5,4,1,8,0,3,1,1,5,3,3,1,2,1,1,24,5,1,2.52,6
1,62,4,1,1,1,8,3,0,1,1,2,3,1,1,2,1,1,51,5,2,1.32,4
1,62,4,1,1,1,8,3,0,1,1,2,3,1,1,2,1,1,51,7,1,1.32,16
2,43,4,1,1,1,8,1,0,1,1,1,3,1,0,6,1,1,41,12,1,1.32,43
2,43,4,1,1,1,8,1,0,1,1,1,3,1,0,6,1,1,41,8,2,1.32,7
6,3,4,5,6,1,9,0,2,1,1,5,3,3,1,2,1,1,21,5,2,1.32,4
6,3,4,5,6,1,9,0,2,1,1,5,3,3,1,2,1,1,21,7,1,1.32,16
6,95,4,5,3,1,8,0,2,3,1,5,3,3,1,2,1,1,31,5,2,5.04,5
6,95,4,5,3,1,8,0,2,3,1,5,3,3,1,2,1,1,31,6,1,5.04,12
12,91,4,5,4,1,8,3,0,1,1,2,3,3,0,5,1,1,42,6,1,1.32,8
12,91,4,5,4,1,8,3,0,1,1,2,3,3,0,5,1,1,42,6,2,1.32,7
7,65,4,1,6,1,9,0,3,1,1,2,3,1,1,2,1,1,42,7,1,3.12,11
2,31,4,1,1,1,8,0,5,1,1,3,3,1,0,6,1,1,61,10,2,0.6,24
7,39,4,1,4,1,8,3,0,1,1,3,3,1,1,2,1,1,51,8,1,3.42,22
12,58,4,1,1,1,8,3,0,1,1,2,3,1,0,1,2,2,51,4,1,1.32,3
12,58,4,1,1,1,8,3,0,1,1,2,3,1,0,1,2,2,51,99,0,1.32,
12,61,4,1,6,1,8,0,3,2,1,3,3,1,1,2,1,1,32,6,2,2.52,9
12,61,4,1,6,1,8,0,3,2,1,3,3,1,1,2,1,1,32,5,2,2.52,4
7,82,4,5,5,1,9,0,3,1,1,3,3,3,1,2,1,1,62,5,1,1.32,4
7,82,4,5,5,1,9,0,3,1,1,3,3,3,1,2,1,1,62,9,1,1.32,18
1,45,4,1,3,1,8,0,3,1,1,4,3,1,1,2,9,1,11,13,2,10.76,22
1,45,4,1,3,1,8,0,3,1,1,4,3,1,1,2,9,1,11,14,2,10.76,42
4,72,4,1,5,1,9,0,3,1,0,3,3,1,1,2,1,1,11,7,1,2.52,16
4,72,4,1,5,1,9,0,3,1,0,3,3,1,1,2,1,1,11,11,2,2.52,27
4,47,3,1,1,1,8,1,0,1,1,2,3,1,0,5,1,1,51,17,2,1.32,62
4,47,3,1,1,1,8,1,0,1,1,2,3,1,0,5,1,1,51,8,2,1.32,13
3,52,4,1,6,1,8,0,5,2,1,3,3,1,1,2,1,1,31,5,1,1.32,7
3,52,4,1,6,1,8,0,5,2,1,3,3,1,1,2,1,1,31,13,2,1.32,36
5,43,4,1,3,1,9,1,0,1,1,0,5,11,1,2,9,9,62,16,2,10.8,46
5,43,4,1,3,1,9,1,0,1,1,0,5,11,1,2,9,9,62,8,1,10.8,20
11,56,4,1,4,1,9,9,0,0,0,0,5,11,9,,9,9,61,14,2,8.52,49
11,56,4,1,4,1,9,9,0,0,0,0,5,11,9,,9,9,61,8,1,8.52,21
6,32,4,1,3,1,8,0,2,1,1,1,3,1,0,7,1,1,62,6,2,0.6,4
9,68,4,1,3,1,8,1,0,1,1,2,3,1,0,1,1,1,51,6,1,0.6,4
4,57,4,1,6,1,8,0,4,3,1,3,3,1,1,2,1,1,61,10,2,1.32,2
4,57,4,1,6,1,8,0,4,3,1,3,3,1,1,2,1,1,61,7,1,1.32,15
7,68,4,1,5,1,8,0,3,1,1,5,3,1,1,2,1,1,41,10,2,2.52,33
7,68,4,1,5,1,8,0,3,1,1,5,3,1,1,2,1,1,41,10,1,2.52,28
1,51,4,1,3,1,9,0,3,1,1,4,4,1,0,1,2,2,31,11,1,0.9,34
7,77,4,1,2,1,9,3,0,1,1,2,3,1,0,1,1,1,11,7,1,0.6,4
8,79,4,5,5,1,9,2,0,1,1,3,3,3,0,1,1,1,44,14,1,0.6,54
11,39,4,1,4,1,8,0,5,1,1,2,3,1,0,1,9,1,31,10,1,2.52,34
11,39,4,1,4,1,8,0,5,1,1,2,3,1,0,1,9,1,31,99,0,2.52,
2,56,4,1,1,1,8,3,0,1,1,2,3,1,0,5,1,1,44,11,2,4.5,14
2,56,4,1,1,1,8,3,0,1,1,2,3,1,0,5,1,1,44,5,1,4.5,5
7,52,4,1,4,1,8,3,0,1,1,3,3,1,1,2,1,1,11,9,2,1.98,19
7,52,4,1,4,1,8,3,0,1,1,3,3,1,1,2,1,1,11,6,1,1.98,14
4,47,4,1,6,1,9,0,2,1,1,2,3,1,0,6,1,1,24,6,1,7.47,4
11,30,4,1,3,1,9,1,0,1,1,0,3,1,0,1,1,1,62,10,1,0.9,31
2,71,4,5,7,1,8,1,0,1,1,1,3,3,0,6,1,1,62,13,1,5.04,47
2,71,4,5,7,1,8,1,0,1,1,1,3,3,0,6,1,1,62,5,1,5.04,8
7,79,4,5,6,1,8,1,0,1,1,2,3,6,1,2,1,1,51,15,1,1.98,58
7,79,4,5,6,1,8,1,0,1,1,2,3,6,1,2,1,1,51,8,1,1.98,23
11,36,4,1,6,1,8,0,4,1,1,2,3,1,1,2,1,1,51,12,1,1.32,39
11,36,4,1,6,1,8,0,4,1,1,2,3,1,1,2,1,1,51,8,1,1.32,20
12,49,4,1,1,1,8,1,0,1,3,2,3,1,0,5,1,6,31,5,2,3.84,5
12,49,4,1,1,1,8,1,0,1,3,2,3,1,0,5,1,6,31,10,1,3.84,31
3,64,4,1,1,1,8,3,0,1,1,2,3,1,1,2,1,1,51,7,2,1.32,16
3,64,4,1,1,1,8,3,0,1,1,2,3,1,1,2,1,1,51,15,1,1.32,53
9,29,4,1,3,1,9,3,0,8,1,2,5,1,1,3,9,5,11,9,1,3.12,21
9,29,4,1,3,1,9,3,0,8,1,2,5,1,1,3,9,5,11,10,2,3.12,23
10,71,2,1,6,1,8,0,5,1,1,3,3,1,1,2,1,1,11,12,2,4.44,37
10,71,2,1,6,1,8,0,5,1,1,3,3,1,1,2,1,1,11,8,1,4.44,23
12,76,4,5,7,1,9,0,3,1,1,3,3,3,1,2,1,1,32,10,2,4.44,26
12,76,4,5,7,1,9,0,3,1,1,3,3,3,1,2,1,1,32,7,2,4.44,2
8,31,4,1,2,1,8,1,0,1,1,1,3,1,0,6,1,1,62,14,2,3.84,19
8,31,4,1,2,1,8,1,0,1,1,1,3,1,0,6,1,1,62,5,1,3.84,8
4,35,4,1,5,1,9,0,3,1,1,3,3,1,9,,1,1,31,18,1,0.9,68
2,82,4,5,1,1,8,3,0,1,1,3,4,3,0,1,1,1,42,6,1,1.32,14
2,82,4,5,1,1,8,3,0,1,1,3,4,3,0,1,1,1,42,8,2,1.32,13
5,85,4,5,3,1,8,3,0,1,1,2,3,3,1,2,1,1,11,5,1,0.6,5
11,93,4,5,3,1,9,9,0,0,0,0,5,6,1,2,9,9,51,99,0,0.9,
6,83,4,5,2,1,9,3,0,1,1,2,3,3,0,1,1,1,11,4,1,1.32,4
6,83,4,5,2,1,9,3,0,1,1,2,3,3,0,1,1,1,11,13,1,1.32,40
5,94,4,5,3,1,9,9,0,0,0,0,5,6,9,,9,9,43,5,1,1.98,7
5,94,4,5,3,1,9,9,0,0,0,0,5,6,9,,9,9,43,7,1,1.98,13
8,62,4,1,6,1,8,0,3,1,1,2,3,1,1,2,1,1,11,6,1,3.84,3
8,62,4,1,6,1,8,0,3,1,1,2,3,1,1,2,1,1,11,10,1,3.84,26
12,33,4,1,5,1,8,3,0,1,1,2,3,1,0,1,1,1,11,6,1,1.32,9
12,33,4,1,5,1,8,3,0,1,1,2,3,1,0,1,1,1,11,10,1,1.32,27
4,53,4,1,1,1,9,3,0,7,2,2,4,1,0,6,9,1,11,11,1,1.92,22
4,53,4,1,1,1,9,3,0,7,2,2,4,1,0,6,9,1,11,5,1,1.92,
4,53,4,1,1,1,9,3,0,7,2,2,4,1,0,6,9,1,11,10,1,1.92,29
5,41,4,1,5,1,8,3,0,1,1,3,3,1,0,1,1,1,31,12,1,0.6,33
6,49,4,1,3,1,5,3,0,1,1,3,3,1,0,6,1,1,11,14,1,2.52,47
6,49,4,1,3,1,5,3,0,1,1,3,3,1,0,6,1,1,11,15,1,2.52,
9,8,4,5,5,1,8,3,0,1,1,5,3,3,0,1,1,1,42,5,1,3.97,6
9,8,4,5,5,1,8,3,0,1,1,5,3,3,0,1,1,1,42,9,1,3.97,28
12,39,4,1,4,1,8,0,3,1,1,3,3,1,0,6,1,6,23,7,1,0.6,17
